Movie Name,Movie Genre,Movie Rating,Movie Votes,Movie Revenue,Movie Year Cleaned,Movie Budget Cleaned,Movie Languages,
Take Back,"Action, Thriller",3.7,771, ,2021, ,English,
Ur spår,Comedy,6.2,2261, ,2022, ,Swedish,
Kya Meri Sonam Gupta Bewafa Hai,"Comedy, Romance",4.2,1203, ,2021, ,Hindi,
iMordecai,"Comedy, Drama, Family",6.1,161,"140,272",2022, ,English,
Ayalvaashi,"Comedy, Drama",5.8,619,"1,335",2023, ,Malayalam,
Until We Meet Again,"Drama, Fantasy, Romance",4.3,318, ,2022, ,English,
Bear Man,"Action, Comedy",5.9,103,"349,276",2023, ,Korean,
.dog,Drama,6.4,186, ,2021, ,Greek,
Stop-Zemlia,Drama,7.2,1495,"143,434",2021, ,"Ukrainian, English, Italian, Russian",
Dharmaveer,"Biography, Crime, Drama",8,1914,"2,285,089",2022, ,Marathi,
Sherni,"Action, Adventure, Drama",6.8,11462, ,2021, ,Hindi,
The City,"Drama, Musical",8,133, ,2023, ,Hebrew,
Chhatriwali,"Comedy, Drama",6.7,10714, ,2023, ,Hindi,
Chhorii,"Drama, Horror, Thriller",6.7,6145, ,2021, ,Hindi,
The Hole in the Fence,"Drama, Thriller",6.2,400, ,2021, ,Spanish,
Mañana es hoy,Comedy,5.4,1416, ,2022, ,Spanish,
"Goodbye, Don Glees!","Animation, Adventure, Drama",6.6,414,"99,301",2021, ,Japanese,
A E I O U: A Quick Alphabet of Love,"Drama, Romance",5.6,344,"79,673",2022, ,"German, French, English, Russian",
Har Har Mahadev,"Action, Drama, War",7.4,2206,"528,245",2022, ,"Marathi, Tamil, Kannada, Telugu, Hindi",
Under the Amalfi Sun,"Comedy, Drama, Romance",5.3,1219, ,2022, ,Italian,
Gerda,Drama,5.6,477,"45,855",2021, ,Russian,
Identical Love,Romance,6.5,404, ,2021, ,English,
Under the Fig Trees,Drama,6.4,351,"167,329",2021, ,Arabic,
Dead Hot: Season of the Witch,"Horror, Reality-TV",3.7,147, ,2023, ,English,
Ravanasura,"Action, Crime, Drama",5.7,2270,"57,338",2023, ,Telugu,
New Kung Fu Cult Master,"Action, Fantasy",5.1,503, ,2022, ,Cantonese,
Nice View,"Comedy, Drama",6.6,1083,"211,019,042",2022, ,Mandarin,
The Wraith Within,"Action, Adventure, Comedy",3.1,142, ,2023,650,English,
Oregon,"Comedy, Drama",5.4,198,"30,516",2023, ,Turkish,
Rudramkota,Drama,7.9,2034, ,2023,168000,Telugu,
All Hail,"Comedy, Drama",5.6,3816, ,2022, ,Spanish,
Mr. Hacker, ,8.5,370, ,2023, ,Malayalam,
Homestead,"Drama, Thriller, Western",4.4,217, ,2023, ,English,
Bamse och vulkanön,"Animation, Adventure, Family",5.5,194, ,2021, ,Swedish,
The Rebels of PT-218,"Action, Adventure, Drama",3.7,712, ,2021, ,English,
Vaalvi,"Comedy, Drama, Thriller",8.3,1649,660,2023, ,Marathi,
Hypersleep,"Sci-Fi, Thriller",5.4,624, ,2022, ,Italian,
Tsuchi o kurau jûnika getsu,Drama,7,97,"1,254,814",2022, ,Japanese,
Bandirma Füze Kulübü,"Drama, History",6.9,597,"273,16",2022, ,Turkish,
Richard the Stork and the Mystery of the Great Jewel,"Animation, Adventure, Family",5.2,164,"6,293,818",2023, ,English,
Even If This Love Disappears from the World Tonight,"Drama, Romance",6.9,482,"16,474,515",2022, ,Japanese,
Gaali Sampath,Drama,6.6,3321, ,2021, ,Telugu,
The Stranger,Drama,7.1,93, ,2021, ,Arabic,
The Nudels of Nudeland,Comedy,3.6,95, ,2022, ,English,
The Killers Next Door,"Crime, Drama, Thriller",5,569, ,2021, , ,
Djinn,"Comedy, Fantasy",6.3,279, ,2022, ,Malayalam,
A Woman,"Crime, Drama",4.8,214,"76,087",2022, ,French,
Narai Ezhuthum Suyasaritham,Drama,7.5,378, ,2022, ,Tamil,
TDM,Drama,8.7,119, ,2023, ,Marathi,
Vinski and the Invisibility Powder,"Adventure, Comedy, Family",5.5,166,"1,362",2021,1890000,Finnish,
How to Save the Immortal,"Animation, Adventure, Comedy",5.2,197,"3,458,581",2022,2200000,Russian,
Superposition,"Drama, Thriller",6.2,446,"92,364",2023,1470000,Danish,
Belle and Sébastien: The New Generation,"Action, Adventure, Drama",5.8,377,"5,741,226",2022, ,French,
Narappa,"Action, Drama",7.8,4102, ,2021, ,Telugu,
Night Blooms,Drama,5.2,143, ,2022, ,English,
Entre la vie et la mort,"Crime, Drama, Thriller",5.7,554,438,2022, ,"French, Spanish",
Cold Cross,Western,7,93, ,2023,250,English,
Signs of Love,"Drama, Romance",5.5,240,"6,538",2022, , ,
Den store stilhed,Drama,6.6,204, ,2022, ,Danish,
Háblame de ti,"Comedy, Drama",6.6,255, ,2022,825000,Spanish,
Kaun Pravin Tambe?,"Biography, Drama, Sport",8.3,10950, ,2022, ,Hindi,
Criminal,Thriller,5.5,92,"24,337",2022,480000,Punjabi,
Bookworm and the Beast,Romance,5.3,262, ,2021, ,English,
5 in 1,Comedy,4.6,359, ,2022, ,Tagalog,
Hiraite,"Drama, Romance",6.3,144, ,2021, ,Japanese,
Kadaisi Vivasayi,"Comedy, Drama",8.8,4597,"5,8",2021, ,Tamil,
Babli Bouncer,"Comedy, Drama",6.6,9001, ,2022, ,Hindi,
White Snake 2: Green Snake,"Animation, Action, Adventure",6.8,3187,"8,170,000",2021, ,Chinese,
Yaathisai,"Action, Drama, History",7.6,3866,"1,878",2023, ,Tamil,
Kingmaker,"Drama, History",6.7,695,"6,049,522",2022,8880000,Korean,
All-In Team Jumbo-Visma,Sport,8.2,154, ,2023, ,Dutch,
Even Mice Belong in Heaven,"Animation, Adventure, Comedy",6.6,665,"1,505,235",2021, ,"Czech, English, French",
Wild Roots,Drama,7.3,1403,"45,871",2021, ,"Hungarian, English",
Thinkalazhcha Nishchayam,"Comedy, Drama, Romance",7.7,2279, ,2021, ,Malayalam,
Memory Box,Drama,6.7,752,"15,216",2021, ,"French, Arabic, English",
Indiana Jones and the Sanctuary of the Black Order,"Action, Adventure, Romance",4.7,232, ,2021,3150,"Spanish, English",
Makmum 2,Horror,4.8,254, ,2021, ,Indonesian,
Naadi Dosh,"Drama, Family, Romance",7.1,1207,"903,156",2022,498000,Gujarati,
Kaathu Vaakula Rendu Kaadhal,"Comedy, Drama, Romance",5.5,3607,"4,474,859",2022, ,Tamil,
Mridha Bonam Mridha,Family,8.2,243, ,2021, ,Bengali,
Ayodhi,"Action, Drama, Thriller",8.3,3134, ,2023, ,Tamil,
Ajmer 92,"Crime, Drama, History",8,1086,880,2023, ,Hindi,
Anonymously Yours,"Drama, Romance",5.8,2228, ,2021, ,Spanish,
Devara Kanassu,Drama,9.8,240, ,2023, ,Kannada,
Strong Enough,"Drama, Sport",6.3,118, ,2022, ,English,
The Last Execution,"Biography, Drama",6.7,1054,"68,529",2021, ,German,
My Love,"Comedy, Romance",6.1,409,"116,720,921",2021, ,Mandarin,
Olsenbanden - Siste skrik!,"Comedy, Crime, Family",5.4,547,"2,914,540",2022, ,Norwegian,
Godavari,Drama,8,202, ,2021,360000,Marathi,
Pattampoochi,Thriller,4.9,293, ,2022, ,Tamil,
Selesai,Drama,4.7,177, ,2021, ,Indonesian,
Don Juan,"Comedy, Drama, Musical",4.6,274,"134,895",2022, ,French,
Red Prophecies,"Action, Thriller",2,152, ,2021, ,English,
Do You Do You Saint-Tropez,"Comedy, Crime, Mystery",4.9,1521,"1,483,953",2021, ,French,
Il ritorno di Casanova,Drama,6.2,293,"790,143",2023,7875000,Italian,
My Best Friend the Baby Snatcher,Thriller,5.8,104, ,2023, ,English,
On the Line,"Action, Crime, Drama",6.3,476,"12,522,284",2021, ,"Korean, Mandarin",
Plaza Catedral,"Drama, Thriller",6.7,510, ,2021,"1,500,000",Spanish,
Honey Trap,"Drama, Romance",6.5,1629, ,2021, ,Telugu,
Taximetristi,"Comedy, Drama",7.1,2869,"741,181",2023, ,Romanian,
Sin,Horror,4.1,2963, ,2021,5,English,
Fatafati,Drama,6.9,1584, ,2023, ,Bengali,
Raat Baaki Hai,"Drama, Thriller",5.1,438, ,2021, ,Hindi,
Nightride,"Crime, Drama, Thriller",5.6,861, ,2021, ,English,
Syakeu: Deo bigining,"Action, Drama",6.8,1088, ,2021, ,Korean,
Thaaram Theertha Koodaram,"Drama, Romance",7.9,600, ,2023, ,Malayalam,
Appan,"Comedy, Crime, Drama",7.5,1118, ,2022, ,Malayalam,
Let Me Have My Son,Drama,7.3,90, ,2023, , ,
Olga,"Drama, Sport",6.8,1034,"51,125",2021, ,"Russian, French, German, Italian, English, Ukrainian",
Aanandam Paramanandam,Comedy,5.6,733,"7,671",2022, ,Malayalam,
Grazie ragazzi,"Comedy, Drama",7,675,"2,859,551",2023, ,Italian,
Live and Die in East LA,"Crime, Drama, Thriller",7,118, ,2023, ,English,
The Blackwell Ghost 7,Horror,6.2,379, ,2022, ,English,
Heimsuchung,Horror,4.9,114,"327,506",2023, ,German,
Es Jahano Door Kitte Chal Jindiye,Drama,7.6,716,"39,896",2023,600000,Punjabi,
Without Her,"Drama, Mystery, Thriller",5.8,443, ,2022, ,Persian,
Masking Threshold,"Drama, Fantasy, Horror",5.9,4654, ,2021, ,English,
Nikamma,"Action, Comedy, Drama",2.7,1703,"231,396",2022, ,Hindi,
Rumba Therapy,Comedy,6.2,632,"3,480,189",2022, ,French,
Connect,Thriller,5.4,892,"33,251",2022, ,"Telugu, Hindi, Tamil",
Livescream,Horror,5.8,179, ,2022, ,Tagalog,
Secret Name,Drama,6.4,426,"267,356",2021, ,French,
It Came from Below,"Horror, Mystery, Thriller",3.3,1199, ,2021, ,English,
Fireworks,"Drama, Thriller",7.1,278, ,2023, ,Indonesian,
Check,"Action, Crime, Thriller",6.4,2336,"4,363",2021, ,Telugu,
Till We Meet Again,"Comedy, Drama, Fantasy",6.7,1582,"1,714,572",2021, ,Mandarin,
All Our Fears,"Biography, Drama, Romance",6.4,455,"71,833",2021, ,Polish,
Waking Up Dead,Comedy,6.7,72, ,2022, ,English,
Resurrection,"Biography, Drama, History",6.2,106, ,2021, ,English,
Alivehoon,Sport,7.1,117, ,2022, ,Japanese,
Zwigato,Drama,6.8,5658,"1,984",2022, ,"Hindi, Oriya",
Autobiography,"Drama, Mystery, Thriller",7.3,515, ,2022,"362,932",Indonesian,
Santa Bootcamp,"Comedy, Romance",6,365, ,2022, ,English,
Adanis: Kutsal Kavga,"Action, Drama",5,801,"428,78",2022, ,Turkish,
Copilot,"Drama, Romance",6.3,382,"63,578",2021, ,"German, English, Arabic, Turkish",
Voltes V: Legacy - The Cinematic Experience,"Action, Adventure, Drama",8,378, ,2023, ,Filipino,
Class Reunion 3,Comedy,3.7,778, ,2021,1575000,Finnish,
A Date with Deception,Thriller,4.7,128, ,2023, ,English,
Kaka,Comedy,5.9,147, ,2021, ,Tagalog,
Operation Overlord,War,3.2,332, ,2021, ,English,
La Usurpadora: The Musical,"Comedy, Crime, Musical",5.9,159,"883,218",2023, ,"Spanish, English",
Contorted,"Horror, Mystery",4.7,125,"462,593",2022, ,Korean,
Gara-Gara Warisan,"Comedy, Drama",7.3,410, ,2022,1427200,Indonesian,
DJ Wale Babu,"Action, Crime, Drama",7.6,115, ,2022, ,Haryanvi,
Il Principe di Roma,Comedy,5.6,192,"1,011,846",2022, ,Italian,
Amor Bandido,"Crime, Drama, Romance",5.6,177, ,2021, ,Spanish,
Ballabhpurer Roopkotha,"Comedy, Horror",8,1330,"5,061",2022,60000,Bengali,
Parsley,Drama,6.6,107, ,2022, ,Spanish,
Flashback,"Comedy, Sci-Fi",6.1,832, ,2021, ,French,
Divertimento,"Biography, Drama, Music",6.9,244,"1,690,265",2022,5775000,French,
As a Prelude to Fear,"Horror, Mystery, Thriller",3.9,740, ,2022, , ,
Toxic,Drama,6.5,437,"546,71",2022, ,Korean,
1618,"Drama, History",5.9,225,"12,254",2021, ,"Portuguese, Hebrew",
"Ma Belle, My Beauty","Drama, Romance",5.6,495,"27,744",2021, ,"English, French, Spanish",
Republic,"Action, Drama, Thriller",7.9,3837,"16,27",2021, ,Telugu,
"Our Father, the Devil",Thriller,7.3,162,"18,351",2021, ,French,
Jurassic Shark 2: Aquapocalypse,"Action, Adventure, Horror",1.7,299, ,2021,100,English,
Frost,"Adventure, Horror, Thriller",3.2,407, ,2022, ,English,
The Zeme,"Horror, Thriller",2.4,158, ,2021,328500,English,
Night Drive,"Drama, Thriller",6.7,2065,88,2022, ,Malayalam,
Blessed Boys,Drama,6.2,425, ,2021,157500,Italian,
The Mount 2,Horror,4.1,113, ,2022,183000,English,
"Single, Married, Widowed, Divorced",Comedy,7.3,87, ,2023, ,Spanish,
A Nuvem Rosa,"Drama, Sci-Fi",6,869,"23,733",2021, ,"Portuguese, English",
Easter Killing,Horror,3.5,144, ,2021, ,English,
The Tenant,Drama,6.3,187, ,2021, ,English,
Pathaam Valavu,"Crime, Drama, Thriller",6.2,1116,"35,86",2022, ,Malayalam,
On Our Way,"Drama, Romance",6,91, ,2021, , ,
Ijakumo: The Born Again Stripper,Drama,6.3,89,"5,621",2022, ,English,
Priyan Ottathilanu,Comedy,6.9,964,"39,782",2022, ,Malayalam,
Fruits Basket: Prelude,"Animation, Drama, Romance",7.6,662,"434,28",2022, ,Japanese,
If I Can't,Drama,5.3,220, ,2023, ,English,
Kanjoos Makhichoos,"Comedy, Drama, Family",6.7,6268, ,2023, ,Hindi,
Pil's Adventures,"Animation, Adventure, Family",6.1,1120,"8,567,345",2021, ,French,
"Wann wird es endlich wieder so, wie es nie war","Comedy, Drama",6.9,331,"4,282,908",2023, ,"German, English, Italian",
A játszma,"Drama, History, Thriller",7,1005,"111,38",2022,3426300,Hungarian,
Zomer in Frankrijk,Comedy,5,95,"733,118",2023, ,Dutch,
One Night Stand,"Drama, Romance",6.3,85, ,2021, ,Indonesian,
ManFish,"Comedy, Horror",5.2,141, ,2022, , ,
Those Who Walk Away,"Drama, Horror, Thriller",4.5,6565, ,2022, ,English,
The Box,Drama,6.5,673,"1,048",2021, ,Spanish,
The Damned Don't Cry,Drama,6.9,131,"14,628",2022, ,"Arabic, French",
Pentagon,Drama,8.3,251, ,2023, ,Kannada,
Just Another Dream,"Action, Drama",3.7,376, ,2021, , ,
Mi Maestra se comió a mi amigo,"Adventure, Comedy, Family",5.6,74, ,2023, ,Spanish,
Shadows,"Action, Crime",6.6,579, ,2022, ,English,
Veetla Vishesham,"Comedy, Drama, Family",6.9,956,"995,639",2022, ,Tamil,
Nenjuku Needhi,"Crime, Drama, Mystery",7.2,1506,"17,11",2022,0.12,Tamil,
Thank You,Drama,6,1388,"791,071",2022, ,Telugu,
Kingdom of the Dinosaurs,"Adventure, Sci-Fi",3.7,521, ,2022, , ,
Can't Live Without You,"Drama, Thriller",4.6,285,"171,598",2022, ,Spanish,
Fairytale,Fantasy,6.7,339,"27,648",2022, ,"Italian, Russian, German, English, Georgian, Hebrew, French",
Ainbo,"Animation, Adventure, Comedy",4.8,2131,"10,179,219",2021, ,"Dutch, Spanish, English",
Pardoned by Grace,"Biography, Drama, Family",4.6,153, ,2022, ,English,
Beyaz Hap,"Comedy, Drama",6.3,209, ,2023, ,Turkish,
Leave No Traces,Drama,7.1,1736,"482,96",2021, ,Polish,
There There,"Comedy, Romance",5.4,105,"8,694",2022, , ,
Nizhal,"Drama, Mystery, Thriller",6.3,2819,"78,152",2021, ,Malayalam,
Today We'll Talk About That Day,"Drama, Romance",6.2,115, ,2023, ,Indonesian,
Fijn Weekend,Comedy,5.4,566,"295,5",2023,840000,Dutch,
Dead by Midnight (Y2Kill),Horror,4.3,115, ,2022, ,English,
All These Years,"Drama, Family, Romance",6.3,116, ,2023, ,Mandarin,
Ivy + Bean: The Ghost That Had to Go,"Comedy, Family",5.6,219, ,2022, ,English,
Manucharitra,"Drama, Romance",7.5,1120, ,2023, ,Telugu,
The Man in the Basement,"Drama, Thriller",5.8,681,"462,25",2021, ,French,
Just Super,"Animation, Family",5.6,165,"2,573,498",2022,3675000,"Norwegian, English",
The New Toy,Comedy,5.9,994,"7,295,051",2022, ,"French, Arabic, English, Spanish",
Who Am I Now?,"Drama, Romance",3.9,202, ,2021, ,English,
The Family,Drama,7.1,361,"847,236",2021, ,French,
O.Baby,"Action, Drama, Thriller",4.6,4759,"7,87",2023, ,"Malayalam, Kannada",
Mimi wo sumaseba,Drama,5.7,109,"3,436,772",2022, ,Japanese,
The Cow Who Sang a Song Into the Future,Drama,5.9,306,"32,838",2022, ,Spanish,
The Little Alien,"Animation, Adventure, Family",5.5,130,"1,091,195",2022, ,Danish,
Exodus,Drama,6.5,255, ,2023,0.091,Arabic,
Suicide Forest Village,"Drama, Horror, Mystery",5.2,739,"5,649,792",2021, ,Japanese,
The Haunted Hotel,"Comedy, Drama, Horror",4.5,455, ,2021, ,English,
The Black Spider,"Drama, Thriller",4.9,228, ,2022,5661000.000000001,"German, Swiss German",
Deadly Switch,"Mystery, Thriller",4.5,1454, ,2021, ,English,
Ivy + Bean: Doomed to Dance,"Comedy, Family",6,173, ,2022, ,English,
Cherry Magic! Thirty Years Of Virginity Can Make You A Wizard?!: The Movie,"Comedy, Fantasy, Romance",7,430,"2,787,742",2022, ,Japanese,
The Violence Action,"Action, Drama",4.7,790,"589,045",2022, ,Japanese,
Wicked Games,Thriller,4.6,208, ,2021, ,English,
Black Stone,"Comedy, Drama",7.3,455, ,2022, ,Greek,
1001 Nunakal,Drama,7,288, ,2022, ,Malayalam,
Mumbai Saga,"Action, Crime",5.9,9832,"2,243,073",2021, ,Hindi,
Neon Lights,"Horror, Thriller",3.7,1260, ,2022, ,English,
Malibu Road,"Mystery, Romance, Thriller",7.1,102, ,2021,"2,000,000","Spanish, German, French, Italian, Russian, Korean, Japanese, Portuguese, Filipino, Greek, Finnish, Polish, Swedish, Hindi, Tamil, Danish, Dutch, Bulgarian, Arabic, Estonian, Romanian, Persian, Czech, Vietnamese, Thai, Ukrainian, Min Nan, English",
Love Is Color Blind,"Comedy, Romance",6.2,808, ,2021, ,Tagalog,
While We Sleep,Horror,3.5,493,"7,901",2021,"8,500,000",English,
The Andy Baker Tape,Thriller,5.5,521, ,2021, ,English,
Nayika Devi: The Warrior Queen,"Biography, Drama, History",6.7,661, ,2022, ,Gujarati,
The Venus Effect,"Comedy, Drama, Romance",6.2,423, ,2021, ,Danish,
Matchmaking,Comedy,7.5,100, ,2022, ,Hebrew,
Mahaveeryar,"Action, Comedy, Drama",6.1,2538,"129,493",2022, ,Malayalam,
Lena and Snowball,"Adventure, Comedy, Family",5.3,333,"556,354",2021, ,English,
Home Sweet Home,"Drama, Mystery, Thriller",5.4,407,"32,178,677",2021, ,Mandarin,
Ek Love Ya,"Action, Musical, Romance",5.5,1520,"475,499",2022, ,Kannada,
Glorious Ashes,Drama,7,194,"176,398",2022, ,Vietnamese,
Human Resources,"Horror, Mystery, Thriller",4.5,1072, ,2021, ,English,
Haile: Bir Aile Kâbusu,Horror,6.3,145,"412,581",2023, ,Turkish,
Empire V,"Drama, Fantasy",4.8,115, ,2023,4600000,Russian,
Alien Conquest,"Action, Sci-Fi",2.7,933, ,2021, ,English,
Kim Bu Aile?,"Action, Comedy",5.5,1544,"440,978",2022, ,Turkish,
The Teacher,"Drama, Thriller",6.7,14100,"1,269",2022, ,Malayalam,
Kabzaa,"Action, Crime, Thriller",5.2,15211,"56,557",2023, ,"Kannada, Hindi, Tamil, Telugu, Malayalam",
New Gods: Yang Jian,"Animation, Action, Fantasy",6.6,739,"83,582",2022, ,Mandarin,
Infected,Horror,2.8,304, ,2021, , ,
The Diary of Paulina P.,Family,6.3,127,"338,25",2023, ,Croatian,
Lobo Feroz,"Drama, Horror, Thriller",5.3,502,"238,859",2023,1690500,Spanish,
La maternal,Drama,6.9,449,"240,645",2022, , ,
Le torrent,"Crime, Drama, Thriller",5.7,373,"2,131,124",2022, ,French,
Are You Lonesome Tonight?,"Crime, Drama, Mystery",6.2,651,"6,910,538",2021, ,Chinese,
In Front of Your Face,Drama,7,1307,"63,74",2021, ,Korean,
Murda Boyz - Mahlenska Klasa,Action,1.7,219,"107,188",2023, ,Bulgarian,
¡Vaya vacaciones!,Comedy,5.1,282,"5,176,254",2023, ,Spanish,
Women Is Losers,Drama,5.9,369, ,2021, ,English,
Without Ward,"Drama, Romance, Sci-Fi",4,201, ,2022, ,English,
Monsoon Raaga,"Drama, Romance",7.2,290, ,2022, ,Kannada,
Seduction & Snacks,"Comedy, Romance",5.8,553, ,2021, ,English,
Blind War,Action,5.8,194, ,2022,"5,000,000",Chinese,
"Blood, Sweat and Cheer","Comedy, Thriller",5.3,115, ,2023, ,English,
Hunt,"Action, Crime, Thriller",5.5,2725,208,2023, ,Telugu,
The Curious Case of Dolphin Bay,"Adventure, Drama, Family",4.6,218, ,2022, ,English,
Varudu Kaavalenu,Romance,6.4,1272,"22,041",2021, ,Telugu,
Bhaag Saale,"Comedy, Crime",6.1,1111, ,2023, ,Telugu,
Hidayah,Horror,5.7,127, ,2023, ,Indonesian,
The Silent Forest,"Crime, Drama, History",5.3,405, ,2022, ,German,
Beware the Night Nurse,Thriller,4.3,151, ,2023, ,English,
About Joan,"Drama, Romance",5.9,395,"70,677",2022, ,"French, English, German, Japanese",
Catfish Killer,Thriller,4.6,218, ,2022, ,English,
Before I Go,"Comedy, Drama",6.5,493, ,2021, ,English,
Pompo: The Cinéphile,"Animation, Comedy, Drama",7.2,1016,"186,542",2021, ,Japanese,
Seetimaarr,"Action, Drama, Sport",5.1,1339,"1,544,218",2021, ,Telugu,
Creatures,"Action, Comedy, Horror",3.7,1335, ,2021, ,English,
Victoria,"Horror, Thriller",4.1,156, ,2023, ,Marathi,
Aanaparambile World Cup,"Drama, Sport",5.8,676, ,2022, ,Malayalam,
Princess,Drama,6.5,132,"20,52",2022, ,"Italian, English",
The Girl from Uruguay,Drama,6.7,425, ,2022,600,Spanish,
Land of Legends,"Drama, Fantasy",5.7,497,"10,357,479",2022,7144000,Russian,
Sista,Drama,7.7,115, ,2022, ,English,
Clowning,"Crime, Romance",5.3,83, ,2022, ,English,
Olam,"Comedy, Horror",9.6,115, ,2023, ,Malayalam,
The Amityville Moon,"Horror, Thriller",2.6,324, ,2021, ,English,
Dêm toi ruc ro!,"Drama, Thriller",7.9,176,"914,743",2022,300,Vietnamese,
Stop and Go,Comedy,6.1,544,"3,223",2021, , ,
Hu Ane Tu,Drama,8.5,101, ,2023,600000,Gujarati,
The Devil's Deal,"Crime, Drama, Thriller",6.3,276,"5,702,702",2023, ,Korean,
Acharya,"Action, Drama",3.8,4745,"8,048,175",2022,16800000,Telugu,
"Nna, Thaan Case Kodu","Comedy, Crime, Drama",8,5426,"1,554,666",2022, ,Malayalam,
Jogira Sara Ra Ra,"Comedy, Drama, Family",7.1,3222, ,2023, ,Hindi,
Toopy and Binoo: The Movie,"Animation, Family",6.9,80, ,2023, ,French,
La Leyenda de los Chaneques,"Animation, Adventure, Comedy",6.6,134, ,2023,1045000,Spanish,
Maria Chapdelaine,Drama,6.9,302,"3,935",2021,5110000,French,
Anubhavinchu Raja,Comedy,5.5,303,896,2021, ,Telugu,
Alone with You,"Horror, Thriller",4.9,634, ,2021, ,English,
The Trade,"Crime, Drama",6.6,107, ,2023, ,English,
The Game,"Action, Drama",6.8,136, ,2021, ,Sinhala,
Before I Change My Mind,Drama,6.9,114, ,2022,500,English,
Freeze,"Horror, Thriller",3.7,321, ,2022, ,English,
Plan B,Crime,6.1,263, ,2021,240000,Telugu,
Luzifer,"Drama, Horror",5.7,761, ,2021, ,German,
Public Eye,"Comedy, Drama",5.9,122, ,2021,1260000,English,
Poran,"Crime, Drama, History",7.3,2071, ,2022,63700,Bengali,
Hansan: Rising Dragon,"Action, Drama, History",6.6,1727,"1,210,896",2022, ,"Korean, Japanese",
Daman,"Adventure, Drama",9,13434, ,2022,300000,"Oriya, Hindi",
Middle Class Love,"Comedy, Drama, Romance",6,656, ,2022, ,Hindi,
Honsla Rakh,"Comedy, Drama, Romance",7.3,7764,"2,977,700",2021, ,Punjabi,
Pretty Crazy,"Comedy, Romance",5,76, ,2023, ,English,
Vandits,"Comedy, Crime, Thriller",6.2,116,"7,903",2022, ,English,
The Eden Theory,"Horror, Sci-Fi, Thriller",3.4,173, ,2021,15,English,
Vedikkettu,"Comedy, Drama",6,709,"1,943",2023,1080000,Malayalam,
The Weeknd: Live at SoFi Stadium,Music,7.9,482, ,2023, ,English,
The Horrific Evil Monsters,"Action, Comedy, Horror",2.5,715, ,2021, ,English,
Immaculate,Drama,6.1,408,"6,04",2021,546000,Romanian,
Noah's Shark,"Action, Adventure, Horror",1.7,360, ,2021, ,English,
A Belgian Chocolate Christmas,"Comedy, Drama, Romance",5.5,109, ,2022, , ,
All the Places,"Adventure, Comedy, Drama",5.5,366, ,2023, ,Spanish,
Rabbit Academy: Mission Eggpossible,"Animation, Adventure, Comedy",5.4,285,"8,060,886",2022, ,German,
White Building,Drama,6.5,363, ,2021,"2,000,000",Central Khmer,
1980,Thriller,6.5,85,"1,445",2021, ,Kannada,
Roberrt,"Action, Comedy, Musical",5.9,3783, ,2021,0.66,"Kannada, Telugu",
Parasite in Love,Romance,6,291, ,2021, ,Japanese,
Merry Ex-Mas,"Comedy, Romance",7.3,176, ,2022, ,English,
Mumun,"Comedy, Horror",5.5,123, ,2022, ,Indonesian,
Taanakkaran,"Drama, Sport",8.1,3280, ,2022, ,Tamil,
Aashiqui,Romance,9.6,128, ,2022, ,Bhojpuri,
Silence: Can You Hear It,"Crime, Thriller",6.5,5123, ,2021, ,Hindi,
The Nomad,"Sci-Fi, Thriller",4.1,78, ,2023, ,English,
Father There Is Only One 3,Comedy,5.4,984,"16,707,892",2022, ,Spanish,
Miss Viborg,"Comedy, Drama",6.4,452, ,2022, ,Danish,
Six Characters,"Drama, Mystery, Thriller",6.3,135, ,2022, ,Thai,
